ae_id,matter_number,title,company_name,abn,industry,published_date,expires,date_signed,term_start,term_end,confidence_super,ocr,no_default_named,fund_name,fund_abn,fund_usi,fund_source,detail_url,pdf_url
AE532347,AG2026/344,HI LIFT STRUCTURAL PTY LTD and the CFMEU (Victorian Construction and General Division) Subcontractors Rigger/Steel Erector Enterprise Agreement 2024 – 2027,Hi Lift Structural Pty Ltd,40111880374,"Building, metal and civil construction industries",2026-03-19,2027-07-02,2026-03-03,2026-03-26,2027-07-02,high,0,0,Cbus,75493363262,CBU0100AU,,https://www.fwc.gov.au/document-view/agreements/hi-lift-structural-pty-ltd-and-the-cfmeu-victorian-construction-and-0?from=search,https://www.fwc.gov.au/document-view/media/download/846314
AE532343,AG2026/267,OSM Middleback Ranges Enterprise Agreement 2025,Onesteel Manufacturing (Administrators Appointed),42004651325,Manufacturing and associated industries,2026-03-19,2028-02-01,,2026-03-26,2028-02-01,high,0,0,AustralianSuper,65714394898,STA0100AU,,https://www.fwc.gov.au/document-view/agreements/osm-middleback-ranges-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/846313
AE532348,AG2026/308,BERRIDGE COOPER PTY LTD and the CFMEU (Victorian Construction and General Division) Subcontractors Signage & Sign Writers Enterprise Agreement 2024 - 2027,"Construction, Forestry And Maritime Employees Union",,"Building, metal and civil construction industries",2026-03-19,2027-07-02,2024-07-01,2026-03-26,2027-07-02,high,0,0,Cbus,75493363262,CBU0100AU,,https://www.fwc.gov.au/document-view/agreements/berridge-cooper-pty-ltd-and-the-cfmeu-victorian-construction-and-general?from=search,https://www.fwc.gov.au/document-view/media/download/846435
AE532354,AG2026/422,AFM Constructions Pty Ltd Enterprise Agreement 2026 – 2030,Afm Constructions Pty Ltd,90154591910,"Building, metal and civil construction industries",2026-03-19,2030-03-19,,2026-03-26,2030-03-19,high,0,0,Cbus,75493363262,CBU0100AU,,https://www.fwc.gov.au/document-view/agreements/afm-constructions-pty-ltd-enterprise-agreement-2026-2030?from=search,https://www.fwc.gov.au/document-view/media/download/846436
AE532269,AG2026/335,Jewish Care (Victoria) Inc. Nurses and Aged Care Employees Enterprise Agreement 2025,Jewish Care (Victoria) Inc,78345431247,Aged care industry,2026-03-19,2029-02-01,,,2029-02-01,high,0,0,HESTA,64971749321,HST0100AU,,https://www.fwc.gov.au/document-view/agreements/jewish-care-victoria-inc-nurses-and-aged-care-employees-enterprise?from=search,https://www.fwc.gov.au/document-view/media/download/846434
AE532349,AG2026/375,REO INVESTMENTS PTY LIMITED BUS DRIVERS' (FORSTER) ENTERPRISE AGREEMENT 2025,REO Investments Pty Limited,32073104391,Passenger vehicle transport (non rail) industry,2026-03-19,2030-03-18,,2026-03-26,2030-03-18,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/reo-investments-pty-limited-bus-drivers-forster-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/846437
AE532346,AG2026/327,Bialik College Agreement 2026-2028,Bialik College Limited,93612235864,Educational services,2026-03-19,2028-12-31,,2026-03-26,2028-12-31,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/bialik-college-agreement-2026-2028?from=search,https://www.fwc.gov.au/document-view/media/download/846327
AE532356,AG2026/220,Peregian Beach College Enterprise Agreement 2025,Peregian Beach Community College Ltd,29109546358,Educational services,2026-03-19,2027-12-31,2027-12-31,,2027-12-31,medium,0,0,Australian Retirement Trust,60905115063,60905115063001,,https://www.fwc.gov.au/document-view/agreements/peregian-beach-college-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/846438
AE532345,AG2026/304,Essilor Australia (Victoria Laboratory) Enterprise Agreement 2025 - 2028,Essilor Australia Pty Ltd,96002659458,Manufacturing and associated industries,2026-03-19,2029-03-19,,2026-03-26,2029-03-19,high,0,0,AustralianSuper,65714394898,STA0100AU,,https://www.fwc.gov.au/document-view/agreements/essilor-australia-victoria-laboratory-enterprise-agreement-2025-2028?from=search,https://www.fwc.gov.au/document-view/media/download/846326
AE532351,AG2026/315,Aqwest Enterprise Agreement 2025,Bunbury Water Corporation,18568918143,"Water, sewerage and drainage services",2026-03-19,2028-09-30,2025-09-30,2026-03-26,2028-09-30,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/aqwest-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/846312
AE532336,AG2026/142,Greyhound Racing SA Ltd Clerical and Administrative Employees Enterprise Agreement 2025,Greyhound Racing SA Limited,,Sporting organisations,2026-03-18,2030-03-18,2026-03-25,,2030-03-18,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/greyhound-racing-sa-ltd-clerical-and-administrative-employees-enterprise?from=search,https://www.fwc.gov.au/document-view/media/download/846320
AE531969,AG2025/4531,Wespine Industries Pty Ltd Enterprise Agreement 2025 - 2028,Wespine Industries Pty Ltd,88052954337,Timber and paper products industry,2026-03-18,2029-03-18,2026-03-03,2026-03-25,2029-03-18,low,0,0,REST,62653671394,RES0103AU,rescan_2026-05-11,https://www.fwc.gov.au/document-view/agreements/wespine-industries-pty-ltd-enterprise-agreement-2025-2028?from=search,https://www.fwc.gov.au/document-view/media/download/846321
AE532337,AG2026/349,Wormald Newcastle Service Fire Alarms Division 2026 – 2028 Enterprise Agreement,Wormald Australia Pty Ltd,80008399004,Building services,2026-03-18,2029-03-18,2026-03-25,2026-03-25,2029-03-18,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/wormald-newcastle-service-fire-alarms-division-2026-2028-enterprise?from=search,https://www.fwc.gov.au/document-view/media/download/846318
AE532338,AG2026/114,South Australian Jockey Club Ground Staff Enterprise Agreement 2025,South Australian Jockey Club Inc.,78740603852,Sporting organisations,2026-03-18,2028-06-30,2026-03-25,,2028-06-30,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/south-australian-jockey-club-ground-staff-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/846319
AE532319,AG2025/4625,STELLAR LABOUR SOLUTIONS PTY LTD & The Australian Workers’ Union Major Projects Agreement 2025,Stellar Labour Solutions Pty Ltd,88683404462,"Building, metal and civil construction industries",2026-03-18,2029-02-28,,2026-03-25,2029-02-28,high,0,0,Cbus,75493363262,CBU0100AU,,https://www.fwc.gov.au/document-view/agreements/stellar-labour-solutions-pty-ltd-the-australian-workers-union-major?from=search,https://www.fwc.gov.au/document-view/media/download/846322
AE532340,AG2026/357,Ridley AgriProducts Pty Ltd - Clifton - Enterprise Agreement 2026,Ridley Agriproducts Pty Ltd,94006544145,"Food, beverages and tobacco manufacturing industry",2026-03-18,2029-02-20,2026-02-20,,2029-02-20,high,0,0,Mercer Super Trust,19905422981,19905422981046,,https://www.fwc.gov.au/document-view/agreements/ridley-agriproducts-pty-ltd-clifton-enterprise-agreement-2026?from=search,https://www.fwc.gov.au/document-view/media/download/846315
AE532339,AG2025/4745,Victorian TAFE PACCT Staff Agreement 2025,Chisholm Institute of TAFE,65335795326,Educational services,2026-03-18,2029-06-30,,,2029-06-30,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/victorian-tafe-pacct-staff-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/846317
AE532332,AG2026/235,AMWU & ENDURANCE ENGINEERING PTY LTD Metal & Engineering On-Site Construction Agreement 2023-2026,Endurance Engineering Pty Ltd,,"Building, metal and civil construction industries",2026-03-18,2026-06-30,2023-09-30,,2026-06-30,high,0,0,Cbus,75493363262,CBU0100AU,,https://www.fwc.gov.au/document-view/agreements/amwu-endurance-engineering-pty-ltd-metal-engineering-on-site-construction?from=search,https://www.fwc.gov.au/document-view/media/download/846239
AE532329,AG2026/306,Programmed Facility Management South East Water AMWU Mechanical and Field Services Agreement 2025,Programmed Facility Management Pty Ltd,23001382010,"Water, sewerage and drainage services",2026-03-18,2029-03-25,2026-03-10,2026-03-25,2029-03-25,low,1,0,,,,,https://www.fwc.gov.au/document-view/agreements/programmed-facility-management-south-east-water-amwu-mechanical-and-0?from=search,https://www.fwc.gov.au/document-view/media/download/846234
AE532330,AG2026/415,Veolia Central Coast Waste Transport Enterprise Agreement 2025,Veolia Recycling & Recovery Pty Ltd,70002902650,Waste management industry,2026-03-18,2028-06-30,,2026-03-25,2028-06-30,low,0,0,REST,62653671394,RES0103AU,rescan_2026-05-11,https://www.fwc.gov.au/document-view/agreements/veolia-central-coast-waste-transport-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/846235
AE532328,AG2026/259,Webforge Locker (Dandenong) Enterprise Agreement 2026,Locker Group Pty Ltd,99004353922,Manufacturing and associated industries,2026-03-18,2027-03-25,,2026-03-25,2027-03-25,high,0,0,AustralianSuper,65714394898,STA0100AU,,https://www.fwc.gov.au/document-view/agreements/webforge-locker-dandenong-enterprise-agreement-2026?from=search,https://www.fwc.gov.au/document-view/media/download/846233
AE532331,AG2026/407,Infrastructure Services (Southern Region) – Enterprise Agreement 2025,Comdain Corporate Pty Ltd,48140995946,"Building, metal and civil construction industries",2026-03-18,2029-06-30,,,2029-06-30,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/infrastructure-services-southern-region-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/846236
AE532320,AG2026/323,Wagstaff Piling Pty. Ltd. / CFMEU Collective Agreement 2024-2027,Wagstaff Piling Pty Ltd,26052146488,"Building, metal and civil construction industries",2026-03-17,2028-03-31,2026-02-16,2026-03-24,2028-03-31,high,0,0,Cbus,75493363262,CBU0100AU,,https://www.fwc.gov.au/document-view/agreements/wagstaff-piling-pty-ltd-cfmeu-collective-agreement-2024-2027?from=search,https://www.fwc.gov.au/document-view/media/download/846135
AE532324,AG2026/359,"Centurion Transport – National Workshop Enterprise
Agreement 2025",CFC Consolidated Pty Ltd as Trustee for the CFC Employment Trust,28015164975,Road transport industry,2026-03-17,2029-06-30,,2023-06-06,2029-06-30,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/centurion-transport-national-workshop-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/846184
AE532321,AG2026/71,Downer EDI Works Pty Ltd Pavement Preservation Business Enterprise Agreement 2026,Downer Edi Works Pty Ltd,66008709608,Asphalt industry,2026-03-17,2029-03-17,2027-02-17,2026-03-24,2029-03-17,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/downer-edi-works-pty-ltd-pavement-preservation-business-enterprise-0?from=search,https://www.fwc.gov.au/document-view/media/download/846181
AE532322,AG2026/272,Hume Bank Enterprise Agreement 2025 – 2028,Hume Bank Limited,,Banking finance and insurance industry,2026-03-17,2028-03-31,2026-03-12,2026-03-24,2028-03-31,high,0,0,ESSSuper,85894637037,ESS0003AU,,https://www.fwc.gov.au/document-view/agreements/hume-bank-enterprise-agreement-2025-2028?from=search,https://www.fwc.gov.au/document-view/media/download/846182
AE532310,AG2026/155,Apave Australia WA Enterprise Agreement 2026,Apave Australia Pty Ltd,,Manufacturing and associated industries,2026-03-16,2030-03-16,2026-02-04,2026-03-23,2030-03-16,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/apave-australia-wa-enterprise-agreement-2026?from=search,https://www.fwc.gov.au/document-view/media/download/846131
AE532299,AG2026/402,SeaRoad Shipping – CFMEU (MUA) Bass Strait Enterprise Agreement 2025,SeaRoad Shipping Pty Ltd,68123782203,Maritime industry,2026-03-16,2029-06-30,,,2029-06-30,high,0,0,Hostplus,68657495890,HOS0100AU,,https://www.fwc.gov.au/document-view/agreements/searoad-shipping-cfmeu-mua-bass-strait-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/842718
AE532299,AG2026/402,SeaRoad Shipping – CFMEU (MUA) Bass Strait Enterprise Agreement 2025,SeaRoad Shipping Pty Ltd,68123782203,Maritime industry,2026-03-16,2029-06-30,,,2029-06-30,high,0,0,Maritime Super,,,,https://www.fwc.gov.au/document-view/agreements/searoad-shipping-cfmeu-mua-bass-strait-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/842718
AE532316,AG2026/224,The NF Ocean Productions Pty Ltd Crew Enterprise Agreement - Extraction 3 2026 - 2027,NF Ocean Productions Pty Ltd,38643491061,Broadcasting and recorded entertainment industry,2026-03-16,2027-06-30,,,2027-06-30,high,0,0,MediaSuper,75493363262,75493363262002,,https://www.fwc.gov.au/document-view/agreements/the-nf-ocean-productions-pty-ltd-crew-enterprise-agreement-extraction-3?from=search,https://www.fwc.gov.au/document-view/media/download/846132
AE532318,AG2026/255,CIMCON Enterprise Agreement 2025,Cimcon Resources Pty Ltd,28690265724,"Building, metal and civil construction industries",2026-03-16,2030-03-16,,2026-03-23,2030-03-16,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/cimcon-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/846127
AE532013,AG2025/4765,Landsborough Kindergarten Early Childhood Education Collective Enterprise Agreement 2025,Landsborough Kindergarten Association,20144793759,Educational services,2026-03-16,2027-12-31,,,2027-12-31,high,0,0,NGS Super,73549180515,73549180515701,,https://www.fwc.gov.au/document-view/agreements/landsborough-kindergarten-early-childhood-education-collective-enterprise?from=search,https://www.fwc.gov.au/document-view/media/download/805095
AE532317,AG2026/200,CCS COMMERCIAL CONSTRUCTION SPECIALISTS PTY LTD & The Australian Workers’ Union Major Projects Agreement 2025,CCS Commercial Construction Specialists Pty Ltd,96145874344,"Building, metal and civil construction industries",2026-03-16,2029-02-28,2026-02-19,2026-03-23,2029-02-28,high,0,0,Cbus,75493363262,CBU0100AU,,https://www.fwc.gov.au/document-view/agreements/ccs-commercial-construction-specialists-pty-ltd-the-australian-workers-2?from=search,https://www.fwc.gov.au/document-view/media/download/846125
AE532314,AG2026/283,CPB Contractors & Acciona Construction Australia - Logan and Gold Coast Faster Rail (Rail Package) Greenfields Agreement 2026-2030,CPB Contractors Pty Limited,98000893667,"Building, metal and civil construction industries",2026-03-16,2030-03-15,,,2030-03-15,high,0,0,Cbus,75493363262,CBU0100AU,,https://www.fwc.gov.au/document-view/agreements/cpb-contractors-acciona-construction-australia-logan-and-gold-coast-faster?from=search,https://www.fwc.gov.au/document-view/media/download/846128
AE532308,AG2026/2,Adelaide Metro Operations Infrastructure Maintenance Employees Enterprise Agreement 2025,Adelaide Metro Operations Pty Ltd,89639593203,Rail industry,2026-03-16,2028-12-31,,,2028-12-31,low,0,0,REST,62653671394,RES0103AU,rescan_2026-05-11,https://www.fwc.gov.au/document-view/agreements/adelaide-metro-operations-infrastructure-maintenance-employees-enterprise?from=search,https://www.fwc.gov.au/document-view/media/download/846124
AE532242,AG2025/4084,Heidelberg Materials Australia Pty Ltd SA Plant Supervisors' Agreement 2025,Heidelberg Materials Australia,90009679734,"Building, metal and civil construction industries",2026-03-16,2029-10-01,,,2029-10-01,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/heidelberg-materials-australia-pty-ltd-sa-plant-supervisors-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/846126
AE532307,AG2026/314,Ararat Abattoirs Slaughtering Section and Ararat Abattoirs Pty Ltd Agreement 2026,Ararat Abattoirs Pty Ltd,38079765156,Meat Industry,2026-03-16,2029-03-09,,2026-03-09,2029-03-09,high,0,0,CareSuper,74559365913,MTA0100AU,,https://www.fwc.gov.au/document-view/agreements/ararat-abattoirs-slaughtering-section-and-ararat-abattoirs-pty-ltd-1?from=search,https://www.fwc.gov.au/document-view/media/download/837638
AE532306,AG2026/276,Suburban Connect (Tunnelling) Greenfields Agreement 2026,Suburban Connect Tunnelling Wages Pty Ltd,,"Building, metal and civil construction industries",2026-03-16,2030-02-18,,2026-03-23,2030-02-18,high,0,0,Cbus,75493363262,CBU0100AU,,https://www.fwc.gov.au/document-view/agreements/suburban-connect-tunnelling-greenfields-agreement-2026?from=search,https://www.fwc.gov.au/document-view/media/download/837639
AE532117,AG2025/4549,Service Stream Infrastructure Services – Defence – NT PAS Estate Upkeep – Enterprise Agreement 2026,Service Stream Infrastructure Services Pty Ltd,,Building services,2026-03-16,2027-05-28,2025-12-16,2026-02-26,2027-05-28,high,0,0,AustralianSuper,65714394898,STA0100AU,,https://www.fwc.gov.au/document-view/agreements/service-stream-infrastructure-services-defence-nt-pas-estate-upkeep?from=search,https://www.fwc.gov.au/document-view/media/download/806159
AE532313,AG2026/266,Monadelphous Energy Services Collie Basin Coal Infrastructure Operations and Maintenance Enterprise Agreement 2025,Monadelphous Energy Services Pty Ltd,38081037121,,2026-03-16,2030-03-16,,,,,,,,,,,https://www.fwc.gov.au/document-view/agreements/monadelphous-energy-services-collie-basin-coal-infrastructure-operations?from=search,https://www.fwc.gov.au/document-view/media/download/846130
AE532303,AG2026/343,"DIRECT CUT PTY LTD and the CFMEU
(Victorian Construction and General Division) Subcontractors Concrete Sawing
and Drilling Enterprise Agreement 2024 - 2027",Direct Cut Pty Ltd,,"Building, metal and civil construction industries",2026-03-13,2027-07-02,2026-03-03,2026-03-20,2027-07-02,high,0,0,Cbus,75493363262,CBU0100AU,,https://www.fwc.gov.au/document-view/agreements/direct-cut-pty-ltd-and-the-cfmeu-victorian-construction-and-general?from=search,https://www.fwc.gov.au/document-view/media/download/836591
AE532294,AG2026/226,Merlin Entertainments (Australia) Pty Ltd Enterprise Agreement 2025,Legoland Discovery Centre Melbourne Pty Ltd,28601100869,"Amusement, events and recreation industry",2026-03-13,2028-06-30,2026-03-05,2026-03-20,2028-06-30,high,1,0,AustralianSuper,65714394898,STA0100AU,ocr_2026-05-11,https://www.fwc.gov.au/document-view/agreements/merlin-entertainments-australia-pty-ltd-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/830301
AE532300,AG2026/40,Allnex – Dandenong South – Site Enterprise Agreement 2025,Allnex Resins Australia Pty Ltd,25000045572,Manufacturing and associated industries,2026-03-13,2028-10-31,,,2028-10-31,high,1,0,Mercer Super Trust,19905422981,19905422981046,ocr_2026-05-11,https://www.fwc.gov.au/document-view/agreements/allnex-dandenong-south-site-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/830298
AE532298,AG2026/244,Tomlinson Energy Service Pty Ltd (South Australia) Enterprise Agreement 2022 - 2026,Tomlinson Energy Service Pty Ltd,54630814238,Manufacturing and associated industries,2026-03-13,2030-02-03,,,2030-02-03,high,1,0,AustralianSuper,65714394898,STA0100AU,ocr_2026-05-11,https://www.fwc.gov.au/document-view/agreements/tomlinson-energy-service-pty-ltd-south-australia-enterprise-agreement-0?from=search,https://www.fwc.gov.au/document-view/media/download/830302
AE532301,AG2026/41,North-Vic Constructions Pty Ltd (Trading As NVC Precast) Enterprise Agreement 2026,North-Vic Constructions Pty Ltd,61007289661,Cement and concrete products,2026-03-13,2030-03-13,2026-03-13,,2030-03-13,high,1,0,AustralianSuper,65714394898,STA0100AU,ocr_2026-05-11,https://www.fwc.gov.au/document-view/agreements/north-vic-constructions-pty-ltd-trading-as-nvc-precast-enterprise?from=search,https://www.fwc.gov.au/document-view/media/download/830307
AE532304,AG2026/280,"Toll (Brisbane Central DC) and UWU Enterprise 
Agreement 2025",Toll Transport Pty Ltd,31006604191,Storage services,2026-03-13,2028-10-31,2026-03-11,2026-03-20,2028-10-31,high,0,0,AustralianSuper,65714394898,STA0100AU,,https://www.fwc.gov.au/document-view/agreements/toll-brisbane-central-dc-and-uwu-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/836590
AE532297,AG2026/384,Elec Electrical Contractors Pty Ltd and ETU Electrical Contracting Enterprise Agreement 2025 – 2029,The Trustee for Elec Electrical Contractors Trust,38219266817,Electrical contracting industry,2026-03-13,2029-03-31,,,2029-03-31,high,0,0,Cbus,75493363262,CBU0100AU,,https://www.fwc.gov.au/document-view/agreements/elec-electrical-contractors-pty-ltd-and-etu-electrical-contracting?from=search,https://www.fwc.gov.au/document-view/media/download/836594
AE532297,AG2026/384,Elec Electrical Contractors Pty Ltd and ETU Electrical Contracting Enterprise Agreement 2025 – 2029,The Trustee for Elec Electrical Contractors Trust,38219266817,Electrical contracting industry,2026-03-13,2029-03-31,,,2029-03-31,high,0,0,ESSSuper,85894637037,ESS0003AU,,https://www.fwc.gov.au/document-view/agreements/elec-electrical-contractors-pty-ltd-and-etu-electrical-contracting?from=search,https://www.fwc.gov.au/document-view/media/download/836594
AE532305,AG2025/4394,Canon Australia Pty Ltd (Technical Consultants) Enterprise Agreement 2025,Canon Australia Pty Ltd,66005002951,Business equipment industry,2026-03-13,2029-03-13,2026-03-20,2026-03-20,2029-03-13,low,1,0,,,,,https://www.fwc.gov.au/document-view/agreements/canon-australia-pty-ltd-technical-consultants-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/836592
AE532292,AG2026/395,REO INVESTMENTS PTY LIMITED BUS DRIVERS' (WINGHAM) ENTERPRISE AGREEMENT 2025,REO Investments Pty Limited,32073104391,Passenger vehicle transport (non rail) industry,2026-03-13,2030-03-13,,2026-03-20,2030-03-13,low,1,0,,,,,https://www.fwc.gov.au/document-view/agreements/reo-investments-pty-limited-bus-drivers-wingham-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/830303
AE532295,AG2026/232,AMWU & WORKPLACE DEFENDER PTY LTD Metal & Engineering On-Site Construction Agreement 2023-2026,Workplace Defender Pty Ltd,59459725116,Manufacturing and associated industries,2026-03-13,2026-06-30,2026-06-30,2026-03-20,2026-06-30,low,1,0,,,,,https://www.fwc.gov.au/document-view/agreements/amwu-workplace-defender-pty-ltd-metal-engineering-on-site-construction?from=search,https://www.fwc.gov.au/document-view/media/download/830300
AE532186,AG2025/4701,Express Freighters Australia (Operations) Pty Ltd Enterprise Agreement 2025,Express Freighters Australia (Operations) Pty Ltd,54119093999,Airline operations,2026-03-13,2029-12-31,,2026-03-20,2029-12-31,high,0,0,REST,62653671394,RES0103AU,,https://www.fwc.gov.au/document-view/agreements/express-freighters-australia-operations-pty-ltd-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/836593
AE532302,AG2025/4738,Chrysalis Montessori School Teaching Staff Workplace Agreement 2024,Chrysalis Montesssori School Inc,67495188005,Educational services,2026-03-13,2028-03-11,,2023-06-06,2028-03-11,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/chrysalis-montessori-school-teaching-staff-workplace-agreement-2024?from=search,https://www.fwc.gov.au/document-view/media/download/830297
AE532290,AG2026/339,Precision Interior Fitouts Pty Ltd and CFMEU Union Collective Agreement 2023–2027,Precision Interior Fitouts Pty Ltd,81626679838,"Building, metal and civil construction industries",2026-03-13,2027-07-02,,2026-03-20,2027-07-02,high,0,0,BUSSQ,85571332201,BUS0002AU,,https://www.fwc.gov.au/document-view/agreements/precision-interior-fitouts-pty-ltd-and-cfmeu-union-collective-agreement?from=search,https://www.fwc.gov.au/document-view/media/download/830304
AE532291,AG2026/299,Ganaji Contracting Pty Ltd Perdaman Ceres Project Greenfields Agreement 2024,Ganaji Contracting Pty Ltd,84666669941,Electrical contracting industry,2026-03-13,2028-05-09,2026-03-20,2026-03-20,2028-05-09,high,1,0,AustralianSuper,65714394898,STA0100AU,ocr_2026-05-11,https://www.fwc.gov.au/document-view/agreements/ganaji-contracting-pty-ltd-perdaman-ceres-project-greenfields-agreement?from=search,https://www.fwc.gov.au/document-view/media/download/830306
AE532291,AG2026/299,Ganaji Contracting Pty Ltd Perdaman Ceres Project Greenfields Agreement 2024,Ganaji Contracting Pty Ltd,84666669941,Electrical contracting industry,2026-03-13,2028-05-09,2026-03-20,2026-03-20,2028-05-09,high,1,0,Cbus,75493363262,CBU0100AU,ocr_2026-05-11,https://www.fwc.gov.au/document-view/agreements/ganaji-contracting-pty-ltd-perdaman-ceres-project-greenfields-agreement?from=search,https://www.fwc.gov.au/document-view/media/download/830306
AE532291,AG2026/299,Ganaji Contracting Pty Ltd Perdaman Ceres Project Greenfields Agreement 2024,Ganaji Contracting Pty Ltd,84666669941,Electrical contracting industry,2026-03-13,2028-05-09,2026-03-20,2026-03-20,2028-05-09,high,1,0,REST,62653671394,RES0103AU,ocr_2026-05-11,https://www.fwc.gov.au/document-view/agreements/ganaji-contracting-pty-ltd-perdaman-ceres-project-greenfields-agreement?from=search,https://www.fwc.gov.au/document-view/media/download/830306
AE532277,AG2025/4736,"Construction (Australia) Pty Ltd Pluto Train 2
Agreement (2025)",Bechtel Construction (Australia) Pty Ltd,,"Building, metal and civil construction industries",2026-03-13,2028-03-11,2025-12-22,2023-06-06,2028-03-11,low,0,0,REST,62653671394,RES0103AU,rescan_2026-05-11,https://www.fwc.gov.au/document-view/agreements/construction-australia-pty-ltd-pluto-train-2-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/830197
AE532280,AG2026/180,Foamco Industries Pty Ltd Enterprise Agreement 2025,FoamCo Industries Pty Ltd,34003666340,Manufacturing and associated industries,2026-03-12,2027-06-30,2027-06-30,2026-03-19,2027-06-30,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/foamco-industries-pty-ltd-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/830201
AE532285,AG2026/148,Cooinda Village Aged Care Enterprise Agreement 2025,Cooinda Village Inc,83171137764,Aged care industry,2026-03-12,2029-07-31,,,2029-07-31,low,0,0,Aware Super,53226460365,53226460365001,rescan_2026-05-11,https://www.fwc.gov.au/document-view/agreements/cooinda-village-aged-care-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/830213
AE532285,AG2026/148,Cooinda Village Aged Care Enterprise Agreement 2025,Cooinda Village Inc,83171137764,Aged care industry,2026-03-12,2029-07-31,,,2029-07-31,low,0,0,CareSuper,74559365913,MTA0100AU,rescan_2026-05-11,https://www.fwc.gov.au/document-view/agreements/cooinda-village-aged-care-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/830213
AE532285,AG2026/148,Cooinda Village Aged Care Enterprise Agreement 2025,Cooinda Village Inc,83171137764,Aged care industry,2026-03-12,2029-07-31,,,2029-07-31,low,0,0,HESTA,64971749321,HST0100AU,rescan_2026-05-11,https://www.fwc.gov.au/document-view/agreements/cooinda-village-aged-care-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/830213
AE532285,AG2026/148,Cooinda Village Aged Care Enterprise Agreement 2025,Cooinda Village Inc,83171137764,Aged care industry,2026-03-12,2029-07-31,,,2029-07-31,low,0,0,REST,62653671394,RES0103AU,rescan_2026-05-11,https://www.fwc.gov.au/document-view/agreements/cooinda-village-aged-care-enterprise-agreement-2025?from=search,https://www.fwc.gov.au/document-view/media/download/830213
AE532288,AG2026/318,DE FAZIO COMMERCIAL PROJECTS PTY LTD and the CFMEU (Victorian Construction and General Division) Subcontractors Tilelayer Enterprise Agreement 2024 - 2027,De Fazio Commercial Projects Pty Ltd,39610323147,"Building, metal and civil construction industries",2026-03-12,2027-07-02,,2026-03-19,2027-07-02,high,0,0,Cbus,75493363262,CBU0100AU,,https://www.fwc.gov.au/document-view/agreements/de-fazio-commercial-projects-pty-ltd-and-the-cfmeu-victorian-construction?from=search,https://www.fwc.gov.au/document-view/media/download/830214
AE532278,AG2026/328,Donric Pty Ltd Enterprise Agreement 2026,Donric Pty Ltd,81270571390,Passenger vehicle transport (non rail) industry,2026-03-12,2029-06-30,2026-02-26,,2029-06-30,low,0,0,,,,,https://www.fwc.gov.au/document-view/agreements/donric-pty-ltd-enterprise-agreement-2026?from=search,https://www.fwc.gov.au/document-view/media/download/830199
